App_ID,游戏名称,最低CPU,最低显卡,最低内存,最低硬盘,最低配置的注意事项,推荐CPU,推荐显卡,推荐内存,推荐硬盘,推荐配置的注意事项
2288470,以太术士 (Aethermancer),Intel i5 4670 (4 Cores 4 Threads),NVIDIA Geforce GT1030 (2 GB GDDR5 VRAM),8 GB RAM,需要 6 GB 可用空间,,,,,,
221100,DayZ,Intel Core i5-4430 or AMD Ryzen 5 2600 Six-Core,NVIDIA GeForce GTX 760 or AMD R9 270X,8 GB RAM,需要 25 GB 可用空间,附注事项: Internet connection,Intel Core i5-6600K or AMD R5 1600X,NVIDIA GeForce GTX 1060 or AMD RX 580,12 GB RAM,需要 30 GB 可用空间,附注事项: Internet connection
278080,真・三国无双７ with 猛将传,Dual core CPU 2.4 GHz or better,NVIDIA® GeForce® 8600 or better,256 MB RAM,需要 18 GB 可用空间,,Quad core CPU 2.8 GHz or better,NVIDIA® GeForce® GTX 460 or better,512 MB RAM,需要 18 GB 可用空间,
1135690,Unpacking,SSE2 instruction set support,Graphics card with DX10 (shader model 4.0) capabilities.,,需要 1 GB 可用空间,,,,,,
1049410,超阈限空间 Superliminal,2.0GHz,NVidia GTX 750,4 GB RAM,需要 12 GB 可用空间,附注事项: Minimum: 3GB VRAM,2.4GHz,Nvidia GTX 1070,8 GB RAM,需要 12 GB 可用空间,附注事项: Recommended: 4GB VRAM
3230400,EA SPORTS™《Madden NFL 26》,Intel Core i7-6700K (4-cores; 8-threads) or AMD Ryzen 5 1600,NVIDIA GeForce GTX 1050 Ti 4GB or AMD Radeon RX 570 4GB,10 GB RAM,需要 65 GB 可用空间,,Intel Core i7-8700K (6-core; 12-thread) or AMD Ryzen 7 2700X,NVIDIA GeForce RTX 3060 8GB or AMD RX 6600 XT 8GB,12 GB RAM,需要 65 GB 可用空间,
632470,Disco Elysium - The Final Cut,Intel Core 2 Duo,DirectX 11 compatible video card (integrated or dedicated with min 512MB memory),2 GB RAM,需要 20 GB 可用空间,,Intel Core i7 or AMD 1800 equivalent,NVIDIA Geforce 1060 or equivalent,8 GB RAM,需要 20 GB 可用空间,
2885870,Strange Antiquities,Quad core processor,DX11 compatible,4 GB RAM,需要 3 GB 可用空间,,i3 10100,GTX 1060,16 GB RAM,,
2325920,Forestrike — 预视武宗,Intel Core i5-6600K / AMD Ryzen 5 2500U,GeForce GTX 970 / Radeon RX 560X / Arc A380,8 GB RAM,需要 2600 MB 可用空间,"附注事项: Low Quality setting, in 1080p, producing 60FPS",Intel Core i7-6950 / AMD Ryzen 5 2600X,Nvidia GTX 1080 / Radeon RX Vega 64 (8192 MB),16 GB RAM,需要 2600 MB 可用空间,"附注事项: High Quality setting, in 1080p, producing 60 FPS"
1898290,LEGO® Bricktales,3 GHz Dual-Core or better,GeForce GTX 960 / Radeon R9 380 or better,4 GB RAM,需要 1 GB 可用空间,附注事项: Requires a 64-bit processor and operating system,,,,,附注事项: Requires a 64-bit processor and operating system
632300,Hobo: Tough Life,Intel Core i3-4340 / AMD FX-6300,Nvidia GTX 660 / AMD Radeon 7850,6 GB RAM,需要 20 GB 可用空间,,Intel Core i5-2500K / AMD FX-8370,Nvidia GTX 970 / AMD R9 380X,8 GB RAM,需要 20 GB 可用空间,
1599660,麻布仔大冒险,"Intel Core i5-6400 @ 2.7GHz, AMD FX-6300 @ 3.5GHz","NVIDIA GeForce GTX 660, AMD Radeon R7 265",8 GB RAM,需要 60 GB 可用空间,附注事项: 60 GB HDD (SSD Recommended),Intel Core i7-4770K @ 3.5GHz AMD Ryzen 5 1500X @ 3.5GHz,"NVIDIA GeForce GTX 1060, AMD Radeon RX580",12 GB RAM,需要 60 GB 可用空间,附注事项: 60 GB HDD (SSD Recommended)
2457540,カードファイト!! ヴァンガード ディアデイズ2,"Quad-core Intel or AMD processor, 2.5 GHz or faster",NVIDIA GeForce GTX 660,8 GB RAM,需要 16 GB 可用空间,附注事项: Steam Deck not supported.,Intel® Core™ i7-3770,NVIDIA GeForce GTX 1050,8 GB RAM,需要 16 GB 可用空间,附注事项: Steam Deck not supported.
2981070,奥术扳机,2 Ghz,"128MB, OpenGL 3+",,,,,,,,
3167550,动物栏：桌面牧场,Intel i3 Dual Core,Intel HD 3000,4 GB RAM,需要 500 MB 可用空间,,,,,,
3570070,划划划,2 GHz Dual Core CPU,Intel HD Graphics 4000 or better,2 GB RAM,需要 1 GB 可用空间,,,,,,
2162800,异形工厂2,Intel(R) Core(TM) i5-4440 CPU,"Intel(R) UHD Graphics 630, 1GB VRAM",4 GB RAM,需要 2000 MB 可用空间,附注事项: “最低”画面设置的预设需求。另需要带有两个按键以及滚轮的鼠标。,Intel(R) Core(TM) i7-8700 CPU,NVIDIA GeForce GTX 1050 Ti,8 GB RAM,需要 2000 MB 可用空间,附注事项: “高”画面设置的预设需求。
2369900,Castlevania Dominus Collection,Intel Core i5 6400,Intel HD Graphics 530 nVidia Geforce GT730,8 GB RAM,需要 1500 MB 可用空间,,Intel Core i5 8400,nVidia Geforce GTX1050 AMD Radeon RX560,8 GB RAM,需要 1500 MB 可用空间,
2232880,灵兽江湖,Dual core 2 GHz +,DirectX 10+ support,,需要 800 MB 可用空间,,,,,,
3389200,我的恋爱逃生攻略 Love to Live,Intel Core i3-4340 or better,Compatible OpenGL / VRAM 1GB or better,8 GB RAM,需要 2 GB 可用空间,附注事项: 1280x768 or better Display,Intel Core i3-4340 or better,Compatible OpenGL / VRAM 1GB or better,8 GB RAM,需要 2 GB 可用空间,附注事项: 1280x768 or better Display
1540210,Arizona Sunshine® 2,i7-9700K or equivalent,RTX 2070 - or equivalent with at least 8GB VRAM,16 GB RAM,需要 50 GB 可用空间,"附注事项: SSD Required, VR Headset required. The native resolution and refresh rate of your VR headset will affect your performance.",,,,,
3338950,灾厄浩劫,Intel® Pentium Dual Core 2.0GHz or equivalent,NVIDIA GeForce GTX 430 or equivalent,2 GB RAM,需要 1 GB 可用空间,"附注事项: Requires a 64-bit processor and operating system, DirectX 11+",Intel® Core 2 Duo 2.5GHz or equivalent,NVIDIA GeForce GTX 470 or equivalent,4 GB RAM,需要 1 GB 可用空间,"附注事项: Requires a 64-bit processor and operating system, DirectX 11+"
2897610,鸡蛋历险记 Egging On,AMD Ryzen 5 or Intel Core i5,AMD R9 280 or GTX 1050-Ti,12 GB RAM,需要 3 GB 可用空间,"附注事项: Low settings, 30 FPS, Full HD, SSD recommended",AMD Ryzen 7 or Intel Core i7,RX 7900-XT or RTX 4070,16 GB RAM,需要 3 GB 可用空间,"附注事项: High settings, 60 FPS, Full HD, SSD recommended"
3581600,Fate War,Intel Core i3 equivalent,128MB Video Card (DirectX 10 capabilities),3072 MB RAM,需要 2 GB 可用空间,附注事项: Internet connection required,Intel Core i5 above,512MB Video Card (DirectX 10 capabilities),4096 MB RAM,需要 5 GB 可用空间,附注事项: Internet connection required
998940,隐形守护者 The Invisible Guardian,Core i3 / AMD A6 2.4Ghz,,2 GB RAM,需要 500 MB 可用空间,,,,,,
1689620,BLEACH 魂魄觉醒,AMD Ryzen 5 3600 / Intel Core i7-9700K,AMD Radeon VII / Nvidia GeForce RTX 2070,16 GB RAM,需要 75 GB 可用空间,"附注事项: The “Performance mode” game setting enables gameplay at 1080p/60fps.1080p/30fps gameplay is possible with the AMD Ryzen 3 3100, 3.40 GHZ or the Intel Core i3-8100, 3.60 GHz CPUs and the AMD Radeon RX 590, Intel Arc A580 or Nvidia GeForce GTX 980 GPUs.",AMD Ryzen 7 5800X / Intel Core i7-12700KF,AMD Radeon RX 6700 XT / Nvidia GeForce RTX 2080 Ti,16 GB RAM,需要 75 GB 可用空间,"附注事项: *SSD is required. The ""Balanced mode"" game setting enables gameplay at 1080p/60fps. Windows 10 (Version 1809 or later) and a GPU (graphics board/video card) with at least 4GB of VRAM are required to enable the DirectX 12 API. To play at 1080p/60fps in the “Quality mode” game setting, the AMD Ryzen 7 7700X or the Intel Core i7-12700KF CPUs and the AMD Radeon RX 7800 XT or Nvidia GeForce RTX 3070 Ti GPUs are recommended."
1549250,恶月十三,intel Core i5-4430 or AMD FX-6300,nVidia GeForce GTX 960 2GB or AMD Radeon R7 370 2GB,8 GB RAM,需要 20 GB 可用空间,,intel Core i5-6600k or AMD Ryzen5 1600,nVidia GeForce GTX 1060 3GB or AMD Radeon RX 580 4GB,16 GB RAM,需要 20 GB 可用空间,
688420,绝境北地,"AMD Athlon X4 5350, Intel Core i3-2100T or equivalent","GeForce GTX 480M, Radeon HD 6790 or equivalent",4 GB RAM,需要 200 MB 可用空间,,"AMD Athlon X4 605e, Intel Celeron G1610 or equivalent","Radeon HD 7850, GeForce GTX 470 or equivalent",4 GB RAM,需要 200 MB 可用空间,
238320,Outlast,2.2 GHz Dual Core CPU,512 MB NVIDIA GeForce 9800GTX / ATI Radeon HD 3xxx series,2 GB RAM,需要 5 GB 可用空间,"附注事项: * 32 bits systems are not officially supported, but should work if configured to provide 3Gb of user-mode address space. See or",2.8 GHz Quad Core CPU,1GB NVIDIA GTX 460 / ATI Radeon HD 6850 or better,3 GB RAM,需要 5 GB 可用空间,
2521400,愚人船 NARRENSCHIFF,NVIDIA GeForce GTX 750 Ti,1024x768 High Color +,4 GB RAM,需要 2 GB 可用空间,,,,,,
2144740,幽灵行者 2（Ghostrunner 2）,Intel Core i5-4590 (4 * 3300) or equivalent / AMD FX-8350 (4 * 4000) or equivalent,GeForce GTX 960 (4096 MB) / Radeon RX 480 (8192 MB) or Intel Arc A380 (8192 MB),8 GB RAM,需要 65 GB 可用空间,附注事项: SSD Required,Intel Core i9-9900k (8 * 3600) / AMD Ryzen 5 5600X (6 * 3700 ) or equivalent,GeForce RTX 2070 Super (8192 MB) / Radeon RX 6800 XT (16384 MB) or Intel Arc A770 (16384 MB),16 GB RAM,需要 65 GB 可用空间,附注事项: SSD Required
1909840,江湖录,Intel Core i5 4590,Nvidia GeForce GTX 750Ti,8 GB RAM,需要 10 GB 可用空间,,Intel Core i7 6700,Nvidia GeForce GTX 1060 6G,16 GB RAM,需要 10 GB 可用空间,
2614070,NUKITASHI 2,Intel Core i-series 4000 or higher,NVIDIA GeForce GTX1080,8 GB RAM,需要 10 GB 可用空间,,Intel Core i-series 6000 or higher,NVIDIA GeForce GTX1660ti,,需要 20 GB 可用空间,
557600,Gorogoa,1 GHz,GeForce 6 or Radeon X1000,512 MB RAM,需要 680 MB 可用空间,,,,,,
1062160,Poly Bridge 2,64-bit,3D Capable Graphics Card,4 GB RAM,需要 500 MB 可用空间,,,,,,
2597080,墨境,Intel i3+,Nvidia GeForce GTX 750,4 GB RAM,需要 8 GB 可用空间,,Intel i5+,Nvidia GeForce GTX 750,8 GB RAM,需要 8 GB 可用空间,
517630,Just Cause 4 Reloaded,Intel Core i5-2400 @ 3.1 GHz | AMD FX-6300 @ 3.5 GHz or better,NVIDIA GeForce GTX 760 (2GB VRAM or better) | AMD R9 270 (2GB VRAM or better),8 GB RAM,需要 59 GB 可用空间,,Intel Core i7-4770 @ 3.4 GHz | AMD Ryzen 5 1600 @ 3.2 GHz or equivalent,NVIDIA GeForce GTX 1070 (6GB VRAM or better) | AMD Vega 56 (6GB VRAM or better),16 GB RAM,需要 59 GB 可用空间,
612880,Wolfenstein II: The New Colossus,AMD FX-8350/Ryzen 5 1400 or Intel Core i5-3570/i7-3770,Nvidia GTX 770 4GB/AMD Radeon R9 290 4GB or better,8 GB RAM,需要 55 GB 可用空间,,AMD FX-9370/Ryzen 5 1600X or Intel Core i7-4770,Nvidia GTX 1060 6GB/AMD Radeon RX 470 4GB or better,16 GB RAM,需要 55 GB 可用空间,
1630280,R2Beat: 音速觉醒,P4以上,G-Force 2MX级以上,1 GB RAM,需要 15 GB 可用空间,,P4HT以上,G-Force 2MX级以上,2 GB RAM,需要 15 GB 可用空间,
1643310,Dungeons 4,AMD / Intel CPU running at 2.8 GHz or higher: AMD Ryzen 5 2600 or Intel Core i5-8400 or newer is recommended.,"NVIDIA/AMD dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 11.0 support: NVIDIA GeForce GTX 960 or AMD Equivalent or newer is recommended.",16 GB RAM,需要 12 GB 可用空间,附注事项: Low settings | Full-HD resolution | Average performance,AMD / Intel CPU running at 2.9 GHz or higher: AMD Ryzen 5 5600X or Intel Core i7-10700 or newer is recommended.,"NVIDIA/AMD dedicated graphics card, with at least 6GB of dedicated VRAM and with at least DirectX 11.0 support: NVIDIA GeForce RTX 2070 or AMD Equivalent or newer is recommended.",16 GB RAM,需要 12 GB 可用空间,附注事项: High settings | Full-HD resolution | Average performance
536270,Ancestors: The Humankind Odyssey,Intel Core i5-2500K or AMD Phenom II X6 1100T,GeForce GTX 760 (4GB) or Radeon HD 7950 (3GB),8 GB RAM,,,Intel Core i7-4770K or AMD Ryzen 5 1600,GeForce GTX 980 (4GB) or Radeon RX 480 (8GB),8 GB RAM,,
3209750,巴别塔：垂直国度,i3-530 2.93GHZ 2-Core,"Dedicated graphics card, GTX 750 Ti 2GB",4 GB RAM,需要 4 GB 可用空间,附注事项: GPU must support Shader Model 5.0,i5 10600K 4.10GHZ 12-Core,"Dedicated graphics card, GTX 2060 Ti",16 GB RAM,需要 8 GB 可用空间,附注事项: GPU must support Shader Model 5.0. Display Resolution 1080p +
1286580,同舟共济,"Intel Core i5-2300, 2.8 GHzor AMD FX-4350, 4.2 GHz","NVIDIA GeForce 8800 GT, 512 MBor AMD Radeon HD 6570, 1 GB",6 GB RAM,需要 2 GB 可用空间,附注事项: 720p @ 30 FPS,"Intel Core i5-3470, 3.2 GHzorAMD FX-6300, 3.5 GHz","NVIDIA GeForce GTX 660Ti, 2 GBorAMD Radeon HD 7870, 2 GB",8 GB RAM,需要 3 GB 可用空间,附注事项: 1080p @ 60 FPS
744190,Rusty Lake Paradise,1.8 Ghz Processor,Direct X 9.0c compatible video card,,需要 100 MB 可用空间,,,,,,
663090,Granado Espada,Intel® Pentium® 4,NVIDIA® GeForce® 6600,2 GB RAM,需要 10 GB 可用空间,,Core i5,NVIDIA® GeForce® 8800 GT,4 GB RAM,需要 15 GB 可用空间,
304430,INSIDE,"Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz","NVIDIA GT 630 / 650m, AMD Radeon HD6570 or equivalent",4 GB RAM,需要 3 GB 可用空间,,"Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz","NVIDIA GTX 660, Radeon R9-270",8 GB RAM,需要 3 GB 可用空间,
965580,Root,Intel Pentium D or AMD Athlon 64 X2,Graphics card with DX11 or OpenGL 3.x capabilities,2 GB RAM,需要 1 GB 可用空间,,Intel Core 2 Duo E6600 or AMD Athlon 64 X2 5000+ or better,Graphics card with DX11 or OpenGL 3.x capabilities,4 GB RAM,需要 1 GB 可用空间,
1645820,SurrounDead,i5,2GB,8 GB RAM,需要 3 GB 可用空间,附注事项: Further system requirements will be added and refined as development continues.,i7,6GB,8 GB RAM,需要 3 GB 可用空间,附注事项: Further system requirements will be added and refined as development continues.
2396990,Fate/hollow ataraxia REMASTERED,Processor 4th generation Intel Core processor or later,intel HD Graphics,4 GB RAM,需要 16 GB 可用空间,附注事项: OpenGL 3.1,6th generation Intel Core processor or later / AMD Ryzen series,GeForce GTX 660 / 760 / 950 / 1050 / 1650 or higher GeForce RTX series VRAM 3GB or higher,8 GB RAM,需要 16 GB 可用空间,附注事项: OpenGL 3.1
1338770,狙击手：幽灵战士契约 2,Intel Core i5 7600 / AMD Ryzen 5 1600,Nvidia Geforce 970 / Radeon RX 580,8 GB RAM,需要 20 GB 可用空间,,Intel Core i7 7700 / AMD Ryzen 7 1700,NVIDIA GeForce GTX 1070 or AMD Radeon 5600 XT,16 GB RAM,需要 20 GB 可用空间,
1818450,STALCRAFT: X,Intel Core i5 3470 / AMD FX-6300,NVIDIA GeForce GTX 750 Ti / AMD Radeon RX 560 / Intel Arc A310,4 GB RAM,需要 50 GB 可用空间,附注事项: 建议使用固态硬盘,Intel Core i5-6400 / AMD Ryzen 3 1200,NVIDIA GeForce GTX 1050 Ti / AMD Radeon RX 570 / Intel Arc A380,8 GB RAM,需要 50 GB 可用空间,附注事项: 建议使用固态硬盘
2103130,中国式相亲,Intel CPU Core i5-2500K 3.3GHZ /AMD CPU Phenom Il X4 940,NVIDIA GeForce GTX 960,4 GB RAM,需要 10 GB 可用空间,,,,,,
829110,LEGO® DC Super-Villains,Intel Core i3-4130,Radeon R9 280X or GTX 660 Ti,4 GB RAM,需要 16 GB 可用空间,,AMD Ryzen 3 1200 or Intel Core i5-3470,GeForce GTX 750 Ti or Radeon HD 7770,4 GB RAM,需要 16 GB 可用空间,
1066890,Automobilista 2,3.5 GHz Intel Core i5 3450 or AMD FX-8350,GTX680 or equivalent,8 GB RAM,需要 120 GB 可用空间,,Intel Core i7 8700K / AMD Ryzen7 2700X,NVidia GTX 1080Ti or equivalent,16 GB RAM,需要 120 GB 可用空间,
1240440,Halo Infinite,AMD Ryzen 5 1600 or Intel i5-4440,AMD RX 570 or Nvidia GTX 1050 Ti,8 GB RAM,需要 50 GB 可用空间,,AMD Ryzen 7 3700X or Intel i7-9700k,Radeon RX 5700 XT or Nvidia RTX 2070,16 GB RAM,需要 50 GB 可用空间,
1862520,棋弈无限：围棋,Intel Pentium(R)Dual-Core CPU E5200 2.50GHZ or equivalent,NVIDIA GeForce GTS 450 or AMD Radeon HD 6750,4 GB RAM,需要 4 GB 可用空间,,Intel Core i5 2.80 GHz or equivalent,NVIDIA Gerforce GTX 780 or 970,8 GB RAM,需要 8 GB 可用空间,
985890,怒之铁拳4,Intel Core 2 Duo E8400 | AMD Phenom II X4 965,NVIDIA GeForce GTS 250 | AMD Radeon HD 6670,4 GB RAM,需要 8 GB 可用空间,,Intel i5+,NVIDIA GTX 960 / Radeon HD 5750 or better,8 GB RAM,需要 10 GB 可用空间,
2218400,贪婪大地,Core i5,GeForce GTX 960,4 GB RAM,需要 4 GB 可用空间,,Core i7,GeForce RTX 2060,8 GB RAM,需要 4 GB 可用空间,
1477070,人格解体,Intel i5,Nvidia GTS 450,8 GB RAM,需要 7 GB 可用空间,,Intel i7,Nvidia GTX 960,16 GB RAM,需要 10 GB 可用空间,
1150640,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,2.5GHz CPU,512MB DirectX 11.0 compatible video card,2 GB RAM,需要 2 GB 可用空间,,3GHz CPU,1GB DirectX 11.0 compatible video card,4 GB RAM,需要 2 GB 可用空间,
629650,Symphonic Rain,2GHz or more,"Monitor capable of displaying 1280x720, full color",2 GB RAM,需要 4 GB 可用空间,,,,,,
3877790,狩猎之夜：主权辛迪加,Intel Core i3 3110M 2.4 GHz,NVIDIA GeForce GTX 760 or equivalent,4 GB RAM,需要 6 GB 可用空间,,Intel Core i5-8600K 3.60 GHz,NVIDIA GeForce GTX 1080 or equivalent,8 GB RAM,需要 6 GB 可用空间,
669330,钢铁指挥官,"Intel, AMD 2 cores CPU at 2Ghz","AMD Radeon™ HD 7730, NVIDIA GeForce® GT 640",6 GB RAM,需要 10 GB 可用空间,,Intel Core i7- 8 Gen / AMD Ryzen 5 5600X 6 cores 3.7 GHz,NVIDIA GeForce RTX 2080 / AMD Radeon RX 6700 XT,16 GB RAM,需要 11 GB 可用空间,
3255860,海默2000,i3,,1 GB RAM,需要 500 MB 可用空间,,i5,,1 GB RAM,需要 500 MB 可用空间,
312840,Fahrenheit: Indigo Prophecy Remastered,"Intel Core i3, AMD A10",512 MB ATI HD4450 | 512 MB nVidia 8800 GT | Intel HD 4400,4 GB RAM,需要 15 GB 可用空间,"附注事项: Supported Gamepads: Microsoft Xbox 360 Games for Windows (Wired), Microsoft Xbox 360 Games for Windows Wireless Controller with Adapter, Logitech Wireless Gamepad F710, Logitech Gamepad F310, Razor Sabertooth – Gaming Controller for Xbox 360, Thrustmaster GPX",,,,,
3983810,The Spike Cross,Intel Core i3-3220 / AMD FX-4300,GTX 750 / Radeon HD 7770 (1GB),4 GB RAM,需要 1 GB 可用空间,,Intel Core i5-8400 / Ryzen 5 1600,GTX 1050 Ti / Radeon RX 560,8 GB RAM,需要 2 GB 可用空间,
407130,后勤模拟器,Intel Core i3 2100 / AMD Phenom II X4 955 BE,GeForce GTX 570 / Radeon HD 6970,8 GB RAM,需要 8 GB 可用空间,,Intel Core i5-8400 / AMD Ryzen 5 1600,4 GB VRAM (GeForce GTX 980 / AMD Radeon R9 Fury) or better,16 GB RAM,需要 12 GB 可用空间,
572890,野餐大冒险,Intel Core2 Duo E4500 (2 * 2200) or equivalent,GeForce 9600 GT (512 MB) / Intel HD Graphics 2500,2 GB RAM,需要 300 MB 可用空间,附注事项: Controller Recommended,,,,,
675010,MudRunner,Intel® Pentium Dual Core 2.0GHz or equivalent,NVIDIA GeForce 9600 GT or equivalent,2 GB RAM,需要 1 GB 可用空间,附注事项: INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION AND ONLINE GAME. Gamepad Microsoft Xbox Controller for Windows. Confirmed Steering Wheel support for Logitech G25/G27 - Other models have not been tested.,Intel® Core 2 Duo 2.5GHz or equivalent,NVIDIA GeForce GTX 470 or equivalent,4 GB RAM,需要 1 GB 可用空间,附注事项: INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION AND ONLINE GAME. Gamepad Microsoft Xbox Controller for Windows. Confirmed Steering Wheel support for Logitech G25/G27 - Other models have not been tested.
1608230,Planet of Lana,Intel Core i5,GTX 660,4 GB RAM,需要 10 GB 可用空间,,Intel Core i7,GTX 1060,4 GB RAM,需要 10 GB 可用空间,
3715730,男娘恋爱物语,2.0 Ghz 64-bit Intel-compatible,OpenGL 3.0 or DirectX 11,2 GB RAM,需要 1 GB 可用空间,,,,,,
1149620,加油站大亨,Intel Core i3 3.0 GHz or Ryzen 3xxx,Nvidia GeForce GTX 960 4GB VRAM,8 GB RAM,需要 10 GB 可用空间,,Intel Core i5 (recent generation),NVidia GeForce GTX 1070 or better 6GB VRAM,16 GB RAM,需要 15 GB 可用空间,
1216710,全网公敌,Intel(R) Core(TM) i3-3220,NVIDIA GeForce GT 610,4 GB RAM,需要 3 GB 可用空间,,Intel(R) Core(TM) i5-3470,NVIDIA GeForce GT 630,8 GB RAM,需要 3 GB 可用空间,
3545790,神火之痕,2Ghz,Integrated,2 GB RAM,需要 2 GB 可用空间,,2Ghz,Integrated,2 GB RAM,需要 2 GB 可用空间,
285190,"Warhammer 40,000: Dawn of War III",3GHz i3 quad logical core or equivalent,NVIDIA GeForce 460 or AMD Radeon 6950 or equivalent DirectX 11-card,"4 GB of RAM, 1 GB of VRAM MB RAM",需要 50 GB 可用空间,附注事项: Quad physical core i5 or equivalent recommended for 3vs3 multiplayer. Game requires Internet connection for play and progression.,3GHz i5 quad core or equivalent,NVIDIA GeForce 770 or AMD Radeon 7970 or equivalent DirectX 11 card,"8 GB of RAM, 2 GB of VRAM MB RAM",需要 50 GB 可用空间,附注事项: Game requires Internet connection for play and progression.
1328660,《极品飞车：热力追踪》重制版,(AMD) Phenom II X4 965 or equivalent (Intel) Corei3-2120 or equivalent,(AMD) Radeon HD 5870 or equivalent (Nvidia) GeForce GT 640 or equivalent,8 GB RAM,需要 45 GB 可用空间,,(AMD) FX-8350 or equivalent (Intel) Core i5-350K or equivalent,(AMD) Radeon R9 270x or equivalent (Nvidia) GeForce GTX 660 or Equivalent,8 GB RAM,需要 45 GB 可用空间,
2439560,艾莉丝的世界,Intel Core i3 or above,Intel HD 615 Graphics or above,4 GB RAM,需要 5 GB 可用空间,,Intel Core i5 or above,GeForce GTX 950 or above,8 GB RAM,需要 5 GB 可用空间,
1105500,人中之龙４　继承传说者,Intel Core i5-3470 OR AMD FX-6300,"GeForce GTS 450, 1GB OR Radeon HD 6670, 1 GB",4 GB RAM,需要 35 GB 可用空间,附注事项: Requires a CPU which supports the AVX and SSE4.2 instruction set. Microsoft no longer supports Windows 10 or older versions,Intel Core i7-3770 OR AMD FX-8350,"GeForce GTX 760, 2 GB OR Radeon HD 7950, 3 GB",8 GB RAM,需要 35 GB 可用空间,附注事项: Microsoft no longer supports Windows 10 or older versions
678960,CODE VEIN,Intel Core i5-2300,GeForce GTX 760 or Radeon HD 7850,6 GB RAM,需要 35 GB 可用空间,附注事项: 可在画面设置为“低”、1080p/60fps的情况下进行游戏。 ・必须使用64位处理器与操作系统。,Intel Core i5-7400 or AMD Ryzen 3 2200G,GeForce GTX 960 or Radeon R9 380X,8 GB RAM,需要 35 GB 可用空间,附注事项: 可在画面设置为“高”、1080p/60fps的情况下进行游戏。・必须使用64位处理器与操作系统。 ・为使用DirectX 12 API，必须使用Windows 10(Version 1809以上)以及VRAM容量在4GB以上的GPU(图形处理器)。
2509200,ERA ONE,Intel Core i5 o AMD Ryzen 5 (o equivalente),NVIDIA GeForce GTX 1060 o AMD Radeon RX 580 (o equivalente) con almeno 4 GB di memoria dedicata,16 GB RAM,需要 6 GB 可用空间,,Intel Core i9 o AMD Ryzen 9 (o equivalente),NVIDIA GeForce RTX 3060 o AMD Radeon RX 6600 XT (o superiore) con almeno 6 GB di memoria dedicata,32 GB RAM,需要 8 GB 可用空间,
1645630,蛮荒计划 (FEROCIOUS),Intel Core i5‑8400 / AMD Ryzen 5 2600,NVIDIA GeForce GTX 1650 Super (4 GB) or AMD equivalent),16 GB RAM,需要 60 GB 可用空间,,Intel Core i5‑10400 / AMD Ryzen 5 3600,NVIDIA GeForce RTX 2060 (6 GB) or AMD equivalent,32 GB RAM,需要 60 GB 可用空间,附注事项: SSD strongly recommended
493340,过山车之星,Intel i5-2300/AMD FX-4300,nVidia GTX 560 (2GB)/AMD Radeon 7850 (2GB),8 GB RAM,需要 8 GB 可用空间,,Intel i7-4770/AMD FX-8350,nVidia GTX 980 (4GB)/AMD R9 380 (4GB),12 GB RAM,需要 8 GB 可用空间,
2477340,远征：泥泞奔驰游戏,Intel Core i3-9100 / AMD Ryzen 3 1300X,"2 GB VRAM, Nvidia GeForce GTX 660 / AMD Radeon R7 370",8 GB RAM,需要 20 GB 可用空间,"附注事项: 30 FPS in 1920x1080 with the ""Low"" preset",Intel Core i7-10700 / AMD Ryzen 5 5600X,"6 GB VRAM, Nvidia GeForce RTX 2060 / AMD Radeon RX 6800 XT",16 GB RAM,需要 20 GB 可用空间,"附注事项: 60 FPS in 1920x1080 with the ""Ultra"" preset"
1080020,电工模拟器,Intel Core i5-8400 / AMD Ryzen 5 1600,GeForce GTX 970 / AMD Radeon RX 580,8 GB RAM,需要 4 GB 可用空间,,AMD Ryzen 5 1600,GeForce GTX 1060 6GB,16 GB RAM,需要 4 GB 可用空间,
2487150,拆解大师,Intel Core i5 8500 / AMD Ryzen 5 3600,NVIDIA GeForce RTX 2060 8 GB / AMD Radeon RX 5700 8 GB / Intel Arc A580 8 GB,16 GB RAM,需要 10 GB 可用空间,"附注事项: Recommended installation on an SSD drive; Valid for Low Settings, 1080p, 30fps",Intel Core i5 11600k / AMD Ryzen 5 5600X,NVIDIA GeForce RTX 3070 8 GB / AMD Radeon RX 6700 XT 12 GB / Intel Arc B580 12 GB,32 GB RAM,需要 10 GB 可用空间,附注事项: Recommend installation on an SSD drive
2370000,Lumines Arise,Intel Core i5-8400 / AMD Ryzen 5 2600X,NVIDIA GTX 1050 ti or equivalent,8 GB RAM,需要 10 GB 可用空间,"附注事项: Minimum specs allow for 720p 60FPS low settings gameplay, for non-VR mode",Intel Core i7-12700K / AMD Ryzen 7 5800X,NVIDIA GeForce RTX 3060 Ti or equivalent,16 GB RAM,需要 10 GB 可用空间,
